item_id,item_code,item_class,item_order_frequency,item_initial_quantity_inventory,mean_daily_demand,cv,box_length,box_width,box_height,box_volume,box_weight,item_weight,number_of_item_in_a_box,item_volume,item_unit,item_quantity_order_unique,item_pod_inventory_level,item_warehouse_inventory_level
3169,32504043002,C,4,19,0.9524,3.0155,31.0,16.0,33.0,16368.0,3.0,0.25,12,1364.0,PCS,"[2, 4, 6]",0.6,0.5
3170,11050009001,C,4,3,0.1905,2.1125,33.0,22.0,26.0,18876.0,9.18,0.918,10,1887.6,PCS,[1],0.6,0.5
3171,65111095001,C,4,8,0.3333,3.3317,40.0,25.0,22.0,22000.0,2.67,0.445,6,3666.7,PCS,"[1, 4]",0.6,0.5
3172,11040025001,C,4,5,0.2857,2.51,32.0,26.0,28.0,23296.0,12.17,1.014,12,1941.3,PCS,"[1, 3]",0.6,0.5
3173,10002013001,C,4,90,5.7143,2.2636,40.0,13.0,13.0,6760.0,4.69,0.391,12,563.3,PCS,"[24, 48]",0.6,0.5
3174,14510206001,C,4,6,0.3333,2.3875,35.0,24.0,5.0,4288.0,1.5,1.5,1,4287.5,PCS,"[1, 2, 3]",0.6,0.5
3175,12120091001,C,4,10,0.4762,2.9414,43.0,20.0,16.0,13760.0,1.454,0.061,24,573.3,PCS,"[2, 4]",0.6,0.5
3176,11101021001,C,4,9,0.4762,2.8655,37.0,35.0,17.0,22015.0,12.67,2.112,6,3669.2,PCS,"[1, 2, 4]",0.6,0.5
3177,11102012001,C,4,6,0.3333,2.3875,38.0,33.0,24.0,30096.0,12.1,2.017,6,5016.0,PCS,"[1, 3]",0.6,0.5
3178,14742048001,C,4,28,1.7143,2.3705,45.0,32.0,21.0,30240.0,12.67,0.528,24,1260.0,PCS,"[2, 5, 7, 10, 12]",0.6,0.5
3179,32600036001,C,4,9,0.4286,3.1798,42.0,26.0,31.0,33852.0,14.08,1.408,10,3385.2,PCS,"[1, 6]",0.6,0.5
3180,11101023001,C,4,9,0.4762,2.8655,39.0,28.0,22.0,24024.0,12.44,2.073,6,4004.0,PCS,"[1, 2, 6]",0.6,0.5
3181,14340026001,C,4,4,0.2381,2.2636,28.0,22.0,14.0,8624.0,6.63,0.552,12,718.7,PCS,"[1, 2]",0.6,0.5
3182,11103365001,C,4,5,0.2857,2.2528,39.0,20.0,36.0,28080.0,12.4,3.1,4,7020.0,PCS,"[1, 2]",0.6,0.5
3183,11050052001,C,4,5,0.2857,2.2528,46.0,23.0,27.0,28566.0,13.52,1.127,12,2380.5,PCS,"[1, 2]",0.6,0.5
3184,12121024001,C,4,11,0.5714,2.7984,48.0,33.0,24.0,38016.0,3.6,0.133,27,1408.0,PCS,"[1, 2, 7]",0.6,0.5
3185,60014001010,C,4,4,0.1905,2.6868,55.0,28.0,19.0,29260.0,2.61,0.326,8,3657.5,PCS,[1],0.6,0.5
3186,11050010002,C,4,7,0.381,2.4167,37.0,25.0,32.0,29600.0,14.4,3.6,4,7400.0,PCS,"[1, 2, 3]",0.6,0.5
3187,12011050001,C,4,9,0.4286,3.093,49.0,24.0,26.0,30576.0,12.52,2.087,6,5096.0,PCS,"[1, 2, 4]",0.6,0.5
3188,14333007001,C,4,5,0.2381,2.9414,48.0,33.0,21.0,33264.0,11.346,1.891,6,5544.0,PCS,"[1, 2]",0.6,0.5
3189,14611014001,C,4,8,0.3333,3.4641,45.0,31.0,28.0,39060.0,18.27,2.03,9,4340.0,PCS,"[1, 2, 3]",0.6,0.5
3190,11103299001,C,4,7,0.381,2.5553,36.0,26.0,24.0,22464.0,3.85,0.642,6,3744.0,PCS,"[1, 2, 4]",0.6,0.5
3191,14332010001,C,4,5,0.2857,2.2528,49.0,33.0,23.0,37191.0,11.89,1.982,6,6198.5,PCS,"[1, 2]",0.6,0.5
3192,12121027001,C,4,8,0.3333,3.3317,28.0,23.0,24.0,15456.0,1.628,0.136,12,1288.0,PCS,"[1, 4]",0.6,0.5
3193,12010025001,C,4,4,0.2381,2.2636,40.0,17.0,16.0,10880.0,5.06,0.361,14,777.1,PCS,"[1, 2]",0.6,0.5
3194,14741028001,C,4,4,0.2381,2.2636,36.0,27.0,23.0,22356.0,10.53,0.439,24,931.5,PCS,"[1, 2]",0.6,0.5
3195,14332018001,C,4,5,0.2857,2.51,48.0,33.0,21.0,33264.0,11.43,1.905,6,5544.0,PCS,"[1, 3]",0.6,0.5
3196,11050036001,C,4,3,0.1905,2.1125,45.0,38.0,26.0,44460.0,16.0,1.6,10,4446.0,PCS,[1],0.6,0.5
3197,14512023001,C,4,8,0.381,2.932,35.0,24.0,5.0,4288.0,1.0,1.0,1,4287.5,PCS,"[1, 5]",0.6,0.5
3198,14351069001,C,4,3,0.1429,2.51,49.0,33.0,25.0,40425.0,4.582,0.255,18,2245.8,PCS,"[1, 9, 10, 13]",0.6,0.5
3199,14510288001,C,4,4,0.2381,2.2636,35.0,24.0,5.0,4288.0,1.5,1.5,1,4287.5,PCS,"[1, 2]",0.6,0.5
3200,11103293001,C,4,5,0.2381,2.6245,36.0,24.0,28.0,24192.0,11.5,0.958,12,2016.0,PCS,"[1, 2]",0.6,0.5
3201,11050063001,C,4,6,0.3333,2.3875,47.0,24.0,29.0,32712.0,13.85,1.154,12,2726.0,PCS,"[1, 2, 3]",0.6,0.5
3202,14512123001,C,4,5,0.2381,2.9414,35.0,24.0,5.0,4288.0,1.2,1.2,1,4287.5,PCS,"[1, 2]",0.6,0.5
3203,14311037001,C,4,9,0.4762,2.8655,33.0,25.0,23.0,18975.0,3.0,0.5,6,3162.5,PCS,"[1, 2, 6]",0.6,0.5
3204,11103085001,C,4,8,0.4286,2.51,35.0,27.0,30.0,28350.0,10.77,1.795,6,4725.0,PCS,"[1, 3, 4]",0.6,0.5
3205,12112039001,C,4,6,0.2857,3.1583,28.0,21.0,16.0,9408.0,4.94,0.412,12,784.0,PCS,"[1, 3]",0.6,0.5
3206,10012002001,C,4,34,1.619,3.3116,36.0,20.0,20.0,14400.0,13.28,1.107,12,1200.0,PCS,"[1, 2, 7, 24]",0.6,0.5
3207,12120013001,C,4,22,1.2857,2.51,14.0,8.0,14.0,1566.0,0.2,0.2,1,1566.0,PCS,"[3, 9, 12]",0.6,0.5
3208,14805900001,C,4,30,1.4286,3.2274,41.0,28.0,13.0,14924.0,9.71,0.405,24,621.8,PCS,"[6, 12]",0.6,0.5
3209,12010200001,C,4,10,0.4762,3.2274,35.0,21.0,13.0,9555.0,5.43,0.452,12,796.3,PCS,"[1, 7]",0.6,0.5
3210,14311898001,C,4,14,0.619,3.5566,33.0,25.0,23.0,18975.0,3.85,0.642,6,3162.5,PCS,"[1, 4, 6]",0.6,0.5
3211,14311258001,C,4,8,0.381,2.932,43.0,40.0,26.0,44720.0,12.2,0.61,20,2236.0,PCS,"[1, 5]",0.6,0.5
3212,11103113001,C,4,6,0.2857,3.1583,46.0,22.0,33.0,33396.0,12.16,3.04,4,8349.0,PCS,"[1, 2]",0.6,0.5
3213,14311220001,C,4,5,0.2857,2.2528,33.0,25.0,23.0,18975.0,3.51,0.585,6,3162.5,PCS,"[1, 2]",0.6,0.5
3214,12010207001,C,4,4,0.2381,2.2636,49.0,20.0,32.0,31360.0,13.84,2.307,6,5226.7,PCS,"[1, 2]",0.6,0.5
3215,12327077001,C,4,6,0.2857,2.7432,39.0,35.0,21.0,28665.0,18.2,4.55,4,7166.3,PCS,"[1, 2]",0.6,0.5
3216,11103049001,C,4,3,0.1905,2.1125,36.0,19.0,34.0,23256.0,12.68,3.17,4,5814.0,PCS,[1],0.6,0.5
3217,11041012001,C,4,5,0.2857,2.51,30.0,22.0,16.0,10560.0,3.228,0.269,12,880.0,PCS,"[1, 3]",0.6,0.5
3218,14602025001,C,4,4,0.1905,2.6868,13.0,12.0,9.0,1404.0,0.97,0.162,6,234.0,PCS,[1],0.6,0.5
3219,11041009001,C,4,8,0.381,2.8121,27.0,17.0,28.0,12852.0,2.1,0.175,12,1071.0,PCS,"[1, 2, 4]",0.6,0.5
3220,12010254001,C,4,29,1.7143,2.51,41.0,26.0,32.0,34112.0,14.56,0.101,144,236.9,PCS,"[6, 18]",0.6,0.5
3221,12120027001,C,4,34,1.4286,3.7342,14.0,8.0,14.0,1566.0,0.2,0.2,1,1566.0,PCS,"[6, 12]",0.6,0.5
3222,61062008002,C,4,14,0.8095,2.3959,26.0,13.0,18.0,6084.0,1.0,0.083,12,507.0,PCS,"[1, 2, 4, 6]",0.6,0.5
3223,12000379001,C,4,3,0.1905,2.1125,30.0,22.0,26.0,17160.0,8.1,0.9,9,1906.7,PCS,[1],0.6,0.5
3224,11100103001,C,4,10,0.619,2.3115,41.0,34.0,33.0,46002.0,19.37,4.842,4,11500.5,PCS,"[1, 3, 4]",0.6,0.5
3225,11050062001,C,4,5,0.1905,3.5681,43.0,23.0,26.0,25714.0,13.65,1.138,12,2142.8,PCS,[1],0.6,0.5
3226,14631022001,C,4,4,0.2381,2.2636,21.0,17.0,11.0,3927.0,3.33,0.278,12,327.3,PCS,"[1, 2]",0.6,0.5
3227,14601019001,C,4,17,0.7619,3.4453,41.0,33.0,15.0,20295.0,12.69,1.057,12,1691.3,PCS,"[1, 2, 11]",0.6,0.5
3228,35302040001,C,4,16,0.7619,3.1583,34.0,25.0,24.0,20400.0,11.59,0.966,12,1700.0,PCS,"[2, 4, 6]",0.6,0.5
3229,12000298001,C,4,4,0.1905,2.6868,44.0,23.0,25.0,25300.0,12.6,1.05,12,2108.3,PCS,[1],0.6,0.5
3230,11051999001,C,4,5,0.2857,2.2528,21.0,18.0,19.0,7182.0,3.496,0.291,12,598.5,PCS,"[1, 2]",0.6,0.5
3231,14504044001,C,4,7,0.3333,2.7386,41.0,29.0,19.0,22591.0,2.1,0.175,12,1882.6,PCS,"[1, 2, 3]",0.6,0.5
3232,14620171001,C,4,9,0.4286,3.093,28.0,21.0,20.0,11760.0,7.68,0.64,12,980.0,PCS,"[1, 6]",0.6,0.5
3233,14506024001,C,4,12,0.7143,2.2636,46.0,23.0,27.0,28566.0,4.56,0.38,12,2380.5,PCS,"[3, 6]",0.6,0.5
3234,12001031001,C,4,4,0.1905,2.6868,30.0,26.0,18.0,14040.0,6.46,0.269,24,585.0,PCS,[1],0.6,0.5
3235,14000023001,C,4,6,0.2857,3.1583,40.0,27.0,26.0,28080.0,2.44,0.122,20,1404.0,PCS,[1],0.6,0.5
3236,12001047001,C,4,6,0.3333,2.3875,26.0,22.0,24.0,13728.0,7.16,1.193,6,2288.0,PCS,"[1, 2]",0.6,0.5
3237,11072030001,C,4,8,0.381,2.932,50.0,38.0,15.0,28500.0,9.75,0.812,12,2375.0,PCS,"[1, 5]",0.6,0.5
3238,35751021001,C,4,8,0.4286,2.6162,36.0,28.0,24.0,24192.0,11.076,0.923,12,2016.0,PCS,"[1, 2, 3]",0.6,0.5
3239,14620029001,C,4,3,0.1905,2.1125,30.0,24.0,27.0,19440.0,12.192,1.016,12,1620.0,PCS,[1],0.6,0.5
3240,14620028001,C,4,7,0.381,2.5553,36.0,26.0,23.0,21528.0,16.5,1.375,12,1794.0,PCS,"[1, 2, 4]",0.6,0.5
3241,12001057001,C,4,4,0.1905,2.6868,22.0,19.0,23.0,9614.0,5.25,0.875,6,1602.3,PCS,[1],0.6,0.5
3242,41212916001,C,4,5,0.1905,3.5681,25.0,15.0,25.0,9375.0,1.6,1.6,1,9375.0,PCS,[1],0.6,0.5
3243,12000288001,C,4,3,0.1905,2.1125,32.0,24.0,26.0,19968.0,10.56,0.88,12,1664.0,PCS,[1],0.6,0.5
3244,12001058001,C,4,3,0.1905,2.1125,22.0,18.0,23.0,9108.0,5.35,0.892,6,1518.0,PCS,[1],0.6,0.5
3245,12001062001,C,4,5,0.2381,2.6245,29.0,17.0,26.0,12818.0,5.2,0.867,6,2136.3,PCS,"[1, 2]",0.6,0.5
3246,14506043001,C,4,4,0.2381,2.2636,46.0,23.0,27.0,28566.0,4.57,0.381,12,2380.5,PCS,"[1, 2]",0.6,0.5
3247,14620007001,C,4,3,0.1905,2.1125,29.0,23.0,24.0,16008.0,11.0,0.917,12,1334.0,PCS,[1],0.6,0.5
3248,12153016001,C,4,4,0.2381,2.2636,33.0,19.0,21.0,13167.0,5.65,0.471,12,1097.3,PCS,"[1, 2]",0.6,0.5
3249,14616203001,C,4,5,0.2381,2.6245,33.0,25.0,26.0,21450.0,12.3,1.025,12,1787.5,PCS,"[1, 2]",0.6,0.5
3250,40400031001,C,4,4,0.1905,2.6868,50.0,36.0,30.0,54000.0,12.0,12.0,1,54000.0,PCS,[1],0.6,0.5
3251,12001011001,C,4,7,0.381,2.6868,29.0,23.0,22.0,14674.0,5.4,0.45,12,1222.8,PCS,[2],0.6,0.5
3252,14505947001,C,4,3,0.1905,2.1125,40.0,31.0,26.0,32240.0,5.182,0.648,8,4030.0,PCS,[1],0.6,0.5
3253,14505958001,C,4,15,0.9524,2.1125,33.0,21.0,25.0,17325.0,3.29,0.082,40,433.1,PCS,[5],0.6,0.5
3254,12003048001,C,4,3,0.1905,2.1125,27.0,9.0,10.0,2430.0,1.0,0.333,3,810.0,PCS,[1],0.6,0.5
3255,12003054001,C,4,3,0.1905,2.1125,22.0,22.0,24.0,11616.0,5.84,0.649,9,1290.7,PCS,[1],0.6,0.5
3256,12005084004,C,4,8,0.4286,2.7183,15.0,9.0,16.0,2160.0,0.3,0.1,3,720.0,PCS,"[1, 5]",0.6,0.5
3257,14731005001,C,4,7,0.4286,2.3991,44.0,38.0,27.0,45144.0,1.85,0.185,10,4514.4,PCS,"[1, 2, 3]",0.6,0.5
3258,14351059001,C,4,5,0.2857,2.2528,50.0,33.0,24.0,39600.0,4.2,0.233,18,2200.0,PCS,"[1, 2]",0.6,0.5
3259,14351057001,C,4,8,0.4762,2.2636,37.0,37.0,17.0,23273.0,3.24,0.27,12,1939.4,PCS,"[2, 4]",0.6,0.5
3260,10002026001,C,4,82,3.4286,3.8568,31.0,22.0,24.0,16368.0,7.84,0.653,12,1364.0,PCS,"[12, 24]",0.6,0.5
3261,12005108001,C,4,6,0.381,2.1125,31.0,27.0,18.0,15066.0,3.3,0.275,12,1255.5,PCS,[2],0.6,0.5
3262,14353016001,C,4,4,0.2381,2.2636,54.0,41.0,24.0,53136.0,12.6,1.05,12,4428.0,PCS,"[1, 2]",0.6,0.5
3263,12005056002,C,4,4,0.2381,2.2636,22.0,15.0,18.0,5940.0,2.0,0.167,12,495.0,PCS,"[1, 2]",0.6,0.5
3264,11076938001,C,4,5,0.2857,2.51,15.0,13.0,15.0,2925.0,1.1,0.092,12,243.8,PCS,"[1, 3]",0.6,0.5
3265,11076928001,C,4,5,0.2857,2.2528,19.0,14.0,16.0,4256.0,1.6,0.133,12,354.7,PCS,"[1, 2]",0.6,0.5
3266,10010007001,C,4,41,1.7143,3.8568,32.0,17.0,14.0,7616.0,5.09,0.283,18,423.1,PCS,"[6, 18]",0.6,0.5
3267,14509024001,C,4,5,0.2857,2.2528,30.0,29.0,37.0,32190.0,3.0,0.25,12,2682.5,PCS,"[1, 2]",0.6,0.5
3268,41414006001,C,4,3,0.1905,2.1125,13.0,9.0,4.0,468.0,0.2,0.2,1,468.0,PCS,[1],0.6,0.5
3269,11050108001,C,4,3,0.1905,2.1125,40.0,25.0,28.0,28000.0,13.68,1.14,12,2333.3,PCS,[1],0.6,0.5
3270,12005082003,C,4,5,0.2381,2.6245,20.0,8.0,19.0,3040.0,0.6,0.2,3,1013.3,PCS,"[1, 2]",0.6,0.5
3271,14360044001,C,4,5,0.2381,2.6245,57.0,39.0,26.0,57798.0,12.4,0.388,32,1806.2,PCS,"[1, 2]",0.6,0.5
3272,11074060005,C,4,10,0.4762,3.0155,24.0,22.0,11.0,5808.0,0.63,0.063,10,580.8,PCS,"[1, 2, 6]",0.6,0.5
3273,12234038001,C,4,3,0.1905,2.1125,30.0,27.0,32.0,25920.0,2.56,2.56,1,25920.0,PCS,[1],0.6,0.5
3274,11076883001,C,4,4,0.1905,2.6868,19.0,15.0,17.0,4845.0,1.72,0.143,12,403.8,PCS,[1],0.6,0.5
3275,14001070001,C,4,5,0.2381,2.9414,36.0,33.0,32.0,38016.0,2.35,0.196,12,3168.0,PCS,"[1, 2]",0.6,0.5
3276,12301026001,C,4,3,0.1905,2.1125,35.0,26.0,18.0,16380.0,3.03,0.126,24,682.5,PCS,[1],0.6,0.5
3277,41511017001,C,4,3,0.1905,2.1125,42.0,30.0,32.0,40320.0,2.9,2.9,1,40320.0,PCS,[1],0.6,0.5
3278,14353900001,C,4,13,0.619,3.1686,41.0,28.0,24.0,27552.0,6.262,1.044,6,4592.0,PCS,"[1, 2, 3, 6]",0.6,0.5
3279,12000381001,C,4,3,0.1905,2.1125,33.0,19.0,22.0,13794.0,8.1,0.675,12,1149.5,PCS,[1],0.6,0.5
3280,14613013001,C,4,4,0.1905,2.6868,40.0,30.0,28.0,33600.0,18.24,2.027,9,3733.3,PCS,[1],0.6,0.5
3281,12151092001,C,4,6,0.3333,2.1909,35.0,24.0,25.0,21000.0,10.5,0.875,12,1750.0,PCS,"[1, 2]",0.6,0.5
3282,14001044001,C,4,14,0.6667,3.0863,38.0,34.0,28.0,36176.0,5.93,0.198,30,1205.9,PCS,"[1, 2, 3, 6]",0.6,0.5
3283,14620072001,C,4,9,0.4762,2.8655,28.0,21.0,29.0,17052.0,9.89,0.824,12,1421.0,PCS,"[1, 2, 6]",0.6,0.5
3284,14500053001,C,4,26,1.4286,2.7432,34.0,33.0,14.0,15708.0,3.1,0.103,30,523.6,PCS,"[5, 10]",0.6,0.5
3285,14631949001,C,4,4,0.1905,2.6868,28.0,22.0,14.0,8624.0,5.832,0.486,12,718.7,PCS,[1],0.6,0.5
3286,12212001001,C,4,140,7.1429,3.0213,27.0,25.0,23.0,15525.0,4.42,0.061,72,215.6,PCS,"[3, 9, 63, 72]",0.6,0.5
3287,12003025001,C,4,10,0.4762,3.2274,25.0,26.0,33.0,21450.0,6.72,0.56,12,1787.5,PCS,"[2, 4]",0.6,0.5
3288,12123090001,C,4,11,0.6667,2.1909,58.0,28.0,21.0,34104.0,4.1,0.171,24,1421.0,PCS,"[2, 4]",0.6,0.5
3289,14506165001,C,4,5,0.2381,2.9414,44.0,34.0,13.0,19448.0,11.28,0.94,12,1620.7,PCS,"[1, 2]",0.6,0.5
3290,12123109001,C,4,5,0.2857,2.51,37.0,33.0,35.0,42735.0,3.76,0.209,18,2374.2,PCS,"[1, 3]",0.6,0.5
3291,12123112001,C,4,24,1.2857,2.7183,12.0,9.0,12.0,1231.0,0.123,0.123,1,1231.22,PCS,"[3, 6, 15]",0.6,0.5
3292,12000226001,C,4,4,0.1905,2.6868,24.0,16.0,21.0,8064.0,3.47,0.578,6,1344.0,PCS,[1],0.6,0.5
3293,14506082001,C,4,4,0.2381,2.2636,38.0,26.0,13.0,12844.0,7.83,0.392,20,642.2,PCS,"[1, 2]",0.6,0.5
3294,12201096001,C,4,27,0.9524,4.5826,20.0,10.0,8.0,1785.0,0.2,0.2,1,1785.0,PCS,"[20, 80]",0.6,0.5
3295,12001087001,C,4,5,0.2381,2.9414,35.0,17.0,30.0,17850.0,8.468,1.411,6,2975.0,PCS,"[1, 2]",0.6,0.5
3296,12001090001,C,4,3,0.1905,2.1125,20.0,19.0,26.0,9880.0,3.8,0.475,8,1235.0,PCS,[1],0.6,0.5
3297,12001094001,C,4,4,0.2381,2.2636,22.0,19.0,24.0,10032.0,5.25,0.875,6,1672.0,PCS,"[1, 2]",0.6,0.5
3298,11061055002,C,4,4,0.1905,2.6868,42.0,39.0,30.0,49140.0,1.85,0.077,24,2047.5,PCS,[1],0.6,0.5
3299,12001999001,C,4,3,0.1905,2.1125,38.0,20.0,25.0,19000.0,9.74,0.812,12,1583.3,PCS,[1],0.6,0.5
3300,11061055001,C,4,4,0.1905,2.6868,42.0,38.0,30.0,47880.0,1.67,0.07,24,1995.0,PCS,[1],0.6,0.5
3301,35750013001,C,4,32,1.2381,4.2194,35.0,20.0,22.0,15400.0,8.312,0.693,12,1283.3,PCS,"[1, 12]",0.6,0.5
3302,14741015001,C,4,4,0.1905,2.6868,36.0,28.0,14.0,14112.0,6.39,0.532,12,1176.0,PCS,[1],0.6,0.5
3303,12002014001,C,4,4,0.1905,2.6868,27.0,17.0,17.0,7803.0,2.87,0.239,12,650.3,PCS,[1],0.6,0.5
3304,11061049001,C,4,13,0.7619,2.4521,42.0,28.0,28.0,32928.0,1.5,0.062,24,1372.0,PCS,"[1, 3, 6]",0.6,0.5
3305,14620081001,C,4,21,1.1429,2.6868,34.0,22.0,29.0,21692.0,11.51,1.918,6,3615.3,PCS,"[2, 4, 6]",0.6,0.5
3306,12201122001,C,4,6,0.3333,2.1909,23.0,11.0,6.0,1518.0,0.5,0.5,1,1518.0,PCS,"[1, 2]",0.6,0.5
3307,12002064001,C,4,4,0.1905,2.6868,29.0,22.0,28.0,17864.0,8.39,0.699,12,1488.7,PCS,[1],0.6,0.5
3308,12211013001,C,4,5,0.2381,2.9414,21.0,20.0,10.0,4095.0,0.1,0.1,1,4095.0,PCS,"[1, 2]",0.6,0.5
3309,14632014001,C,4,14,0.619,3.5566,22.0,15.0,14.0,4620.0,0.77,0.077,10,462.0,PCS,"[1, 10]",0.6,0.5
3310,14003005001,C,4,4,0.2381,2.2636,49.0,37.0,27.0,48951.0,1.932,0.121,16,3059.4,PCS,"[1, 2]",0.6,0.5
3311,12000319001,C,4,4,0.1905,2.6868,27.0,23.0,27.0,16767.0,8.73,0.728,12,1397.3,PCS,[1],0.6,0.5
3312,14505052001,C,4,14,0.8571,2.2528,40.0,33.0,21.0,27720.0,2.4,0.1,24,1155.0,PCS,"[3, 6]",0.6,0.5
3313,12000433001,C,4,3,0.1905,2.1125,23.0,20.0,26.0,11960.0,4.28,0.535,8,1495.0,PCS,[1],0.6,0.5
3314,14620046001,C,4,25,1.0,3.9243,31.0,23.0,21.0,14973.0,9.78,0.815,12,1247.8,PCS,"[1, 2, 5, 7]",0.6,0.5
3315,12000366001,C,4,4,0.2381,2.2636,34.0,21.0,23.0,16422.0,6.7,0.558,12,1368.5,PCS,"[1, 2]",0.6,0.5
3316,12152004001,C,4,4,0.2381,2.2636,32.0,28.0,20.0,17920.0,7.12,0.297,24,746.7,PCS,"[1, 2]",0.6,0.5
3317,12000495001,C,4,4,0.1905,2.6868,25.0,17.0,25.0,10625.0,4.9,0.817,6,1770.8,PCS,[1],0.6,0.5
3318,41221019001,C,4,3,0.1905,2.1125,30.0,30.0,37.0,33300.0,5.8,5.8,1,33300.0,PCS,[1],0.6,0.5
3319,12002948001,C,4,7,0.381,2.6868,27.0,20.0,22.0,11880.0,5.0,0.556,9,1320.0,PCS,[2],0.6,0.5
3320,41100017001,C,4,3,0.1905,2.1125,64.0,13.0,15.0,12480.0,2.054,2.054,1,12480.0,PCS,[1],0.6,0.5
3321,11071030001,C,4,4,0.2381,2.2636,50.0,22.0,21.0,23100.0,8.94,0.124,72,320.8,PCS,"[1, 2]",0.6,0.5
3322,12000504001,C,4,6,0.381,2.1125,28.0,23.0,26.0,16744.0,8.08,0.673,12,1395.3,PCS,[2],0.6,0.5
3323,12000325001,C,4,4,0.1905,2.6868,25.0,16.0,17.0,6800.0,3.52,0.293,12,566.7,PCS,[1],0.6,0.5
3324,12000228001,C,4,3,0.1905,2.1125,41.0,21.0,25.0,21525.0,9.84,0.82,12,1793.8,PCS,[1],0.6,0.5
3325,12201072001,C,4,29,1.7143,2.51,20.0,10.0,8.0,1785.0,0.2,0.2,1,1785.0,PCS,"[12, 24, 48]",0.6,0.5
3326,12001084001,C,4,4,0.2381,2.2636,34.0,17.0,30.0,17340.0,8.52,1.42,6,2890.0,PCS,"[1, 2]",0.6,0.5
3327,14621022001,C,4,5,0.2381,2.9414,26.0,20.0,26.0,13520.0,9.9,0.825,12,1126.7,PCS,"[1, 2]",0.6,0.5
3328,12002105001,C,4,4,0.2381,2.2636,25.0,17.0,26.0,11050.0,4.5,0.75,6,1841.7,PCS,"[1, 2]",0.6,0.5
3329,35302003001,C,4,18,0.9048,3.0451,42.0,25.0,23.0,24150.0,13.0,1.083,12,2012.5,PCS,"[3, 4, 6]",0.6,0.5
3330,12000217001,C,4,3,0.1905,2.1125,41.0,21.0,25.0,21525.0,10.1,0.842,12,1793.8,PCS,[1],0.6,0.5
3331,35301003001,C,4,30,1.619,2.8066,42.0,26.0,25.0,27300.0,11.482,0.957,12,2275.0,PCS,"[4, 6, 20]",0.6,0.5
3332,14631100001,C,4,8,0.381,2.932,29.0,22.0,15.0,9570.0,5.31,0.442,12,797.5,PCS,"[1, 5]",0.6,0.5
3333,12000215001,C,4,11,0.5714,2.7432,28.0,15.0,20.0,8400.0,3.842,0.48,8,1050.0,PCS,"[2, 6]",0.6,0.5
3334,12002134001,C,4,4,0.2381,2.2636,22.0,19.0,23.0,9614.0,5.18,0.863,6,1602.3,PCS,"[1, 2]",0.6,0.5
3335,11022083001,C,3,3,0.1429,2.51,31.0,23.0,29.0,20677.0,7.28,0.607,12,1723.1,PCS,[1],0.6,0.5
3336,12121062001,C,3,4,0.1905,2.6868,29.0,21.0,23.0,14007.0,1.332,0.111,12,1167.3,PCS,"[1, 2]",0.6,0.5
3337,14315002001,C,3,4,0.1429,3.3466,34.0,26.0,16.0,14144.0,1.38,0.115,12,1178.7,PCS,[1],0.6,0.5
3338,12004170001,C,3,5,0.2381,2.6245,19.0,14.0,4.0,1064.0,0.8,0.267,3,354.7,PCS,"[1, 2]",0.6,0.5
3339,14700050001,C,3,8,0.3333,3.3317,38.0,32.0,16.0,19456.0,6.4,0.533,12,1621.3,PCS,"[1, 5]",0.6,0.5
3340,12005002003,C,3,5,0.2857,2.51,32.0,21.0,20.0,13440.0,2.0,0.167,12,1120.0,PCS,[2],0.6,0.5
3341,12011220001,C,3,4,0.1905,3.1583,49.0,29.0,28.0,39788.0,8.6,0.717,12,3315.7,PCS,"[1, 2]",0.6,0.5
3342,12005002005,C,3,9,0.4762,2.6245,32.0,21.0,20.0,13440.0,2.0,0.167,12,1120.0,PCS,"[2, 4]",0.6,0.5
3343,12011390001,C,3,3,0.1429,2.51,29.0,17.0,23.0,11339.0,5.5,0.458,12,944.9,PCS,[1],0.6,0.5
3344,12011388001,C,3,9,0.381,3.4702,31.0,17.0,26.0,13702.0,5.5,0.458,12,1141.8,PCS,"[1, 6]",0.6,0.5
3345,14360016001,C,3,11,0.4762,3.6746,43.0,26.0,13.0,14534.0,3.59,0.299,12,1211.2,PCS,"[1, 8]",0.6,0.5
3346,14352027001,C,3,9,0.381,3.4702,39.0,25.0,26.0,25350.0,8.4,1.05,8,3168.8,PCS,"[1, 6]",0.6,0.5
3347,14361117001,C,3,3,0.1429,2.51,40.0,28.0,24.0,26880.0,9.6,0.8,12,2240.0,PCS,[1],0.6,0.5
3348,11030046001,C,3,5,0.2381,3.2274,23.0,20.0,39.0,17940.0,2.26,0.188,12,1495.0,PCS,"[1, 2]",0.6,0.5
3349,12004016001,C,3,23,0.9048,4.1045,26.0,19.0,17.0,8398.0,3.49,0.145,24,349.9,PCS,"[2, 5, 12]",0.6,0.5
3350,14241035001,C,3,3,0.1429,2.51,30.0,21.0,14.0,8820.0,2.67,0.334,8,1102.5,PCS,[1],0.6,0.5
3351,11022067001,C,3,15,0.6667,3.3317,31.0,23.0,25.0,17825.0,6.83,0.569,12,1485.4,PCS,"[2, 10]",0.6,0.5
3352,12120036001,C,3,12,0.4762,3.7342,26.0,19.0,23.0,11362.0,0.85,0.071,12,946.8,PCS,"[2, 4]",0.6,0.5
3353,14822095001,C,3,3,0.1429,2.51,42.0,35.0,12.0,17640.0,2.06,0.103,20,882.0,PCS,[1],0.6,0.5
